Customer_Type,Number_of_Houses,Avg_Household_Size,Avg_Age,Household_Profile,Married,Living_Together,Other_Relation,Singles,Household_Without_Children,Household_With_Children,High_Education_Level,Medium_Education_Level,Low_Education_Level,High_Status,Entrepreneur,Farmer,Middle_Management,Skilled_Labourers,Unskilled_Labourers,Social_Class_A,Social_Class_B1,Social_Class_B2,Social_Class_C,Social_Class_D,Rented_House,Home_Owner,Owns_One_Car,Owns_Two_Cars,Owns_No_Car,National_Health_Insurance,Private_Health_Insurance,Income_Less_Than_30K,Income_30K_to_45K,Income_45K_to_75K,Income_75K_to_122K,Income_Above_123K,Average_Income,Purchasing_Power_Class,Private_Third_Party_Insurance_Contribution,Business_Third_Party_Insurance_Contribution,Agricultural_Third_Party_Insurance_Contribution,Car_Policy_Contribution,Delivery_Van_Policy_Contribution,Motorcycle_Scooter_Policy_Contribution,Lorry_Policy_Contribution,Trailer_Policy_Contribution,Tractor_Policy_Contribution,Agricultural_Machine_Policy_Contribution,Moped_Policy_Contribution,Life_Insurance_Contribution,Private_Accident_Insurance_Contribution,Family_Accident_Insurance_Contribution,Disability_Insurance_Contribution,Fire_Insurance_Contribution,Surfboard_Insurance_Contribution,Boat_Insurance_Contribution,Bicycle_Insurance_Contribution,Property_Insurance_Contribution,Social_Security_Insurance_Contribution,Number_Private_Third_Party_Insurance,Number_Business_Third_Party_Insurance,Number_Agricultural_Third_Party_Insurance,Number_Car_Policies,Number_Delivery_Van_Policies,Number_Motorcycle_Scooter_Policies,Number_Lorry_Policies,Number_Trailer_Policies,Number_Tractor_Policies,Number_Agricultural_Machine_Policies,Number_Moped_Policies,Number_Life_Insurances,Number_Private_Accident_Insurances,Number_Family_Accident_Insurances,Number_Disability_Insurances,Number_Fire_Insurances,Number_Surfboard_Insurances,Number_Boat_Insurances,Number_Bicycle_Insurances,Number_Property_Insurances,Number_Social_Security_Insurances,Number_Mobile_Home_Policies,Mobile_Home_Policies
Young & Low-income,1,1,30-40 years,Living Well,2,2,6,6,3,1,2,4,4,2,0,0,3,2,3,2,2,2,5,1,8,1,6,0,3,8,1,2,6,2,1,0,3,3,50-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.364591771,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Rural & Low-income,1,2,40-50 years,Family with Grown-Ups,7,2,1,1,7,2,0,3,6,1,0,2,4,1,4,1,1,4,4,2,7,2,8,1,1,7,2,5,3,2,0,0,3,5,50-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.190026783,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,No Policy
Seniors & Retired,1,3,40-50 years,Retired and Religious,6,3,0,0,4,5,0,0,9,0,0,0,0,0,9,0,0,0,9,0,5,4,4,3,3,9,0,0,5,4,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3.096708705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No Policy
Rural & Low-income,1,3,40-50 years,Conservative Families,5,0,4,0,5,4,0,0,9,0,0,2,0,3,5,0,0,0,9,0,9,0,3,2,4,7,2,9,0,0,0,0,2,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4.34551591,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Rural & Low-income,1,3,40-50 years,Family with Grown-Ups,7,1,2,1,4,5,4,4,2,4,0,1,3,1,2,4,2,2,3,0,4,5,6,2,1,4,5,1,2,6,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Has Policy
Seniors & Retired,1,2,40-50 years,Retired and Religious,7,1,2,3,5,2,0,4,5,0,0,0,2,2,6,0,3,3,2,3,3,6,9,0,0,5,4,2,3,3,3,0,5,2,50-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Middle-Class Families,1,3,40-50 years,Average Family,7,1,1,0,5,4,0,8,1,1,1,0,4,2,3,0,0,5,4,1,0,9,6,2,2,8,1,0,8,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.304938077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Rural & Low-income,1,3,40-50 years,Conservative Families,9,0,0,0,4,5,0,3,6,0,0,0,0,5,5,0,0,2,5,2,9,0,3,2,4,9,0,6,3,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,3.002488796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No Policy
Seniors & Retired,1,2,50-60 years,Cruising Seniors,7,1,2,2,6,1,3,5,2,3,3,1,2,2,1,3,1,2,3,2,2,7,7,0,2,5,4,2,4,3,2,0,4,1,50-99,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2.739071699,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Rural & Low-income,1,3,40-50 years,Farmers,9,0,0,0,4,5,2,0,7,2,0,5,0,2,0,2,1,5,3,0,2,7,7,2,0,7,2,4,2,4,0,0,3,3,50-99,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4.943689119,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Wealthy & Affluent,1,3,30-40 years,Driven Growers,7,2,0,0,6,3,2,7,0,2,0,0,7,0,0,2,3,4,0,0,0,9,7,2,0,7,2,0,6,3,0,0,4,8,50-99,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4.148702753,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Middle-Class Families,1,3,40-50 years,Driven Growers,6,0,3,0,3,6,0,5,4,2,0,0,4,2,2,2,2,3,5,0,1,8,7,2,0,5,4,2,6,2,0,0,3,8,50-99,0,0,0,0,0,0,0,0,0,0,3.911614364,0,0,0,4.634997068,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,No Policy
Seniors & Retired,1,2,40-50 years,Retired and Religious,5,0,4,2,4,3,0,9,0,4,0,0,5,0,0,4,5,0,0,0,2,7,7,2,0,3,6,0,0,9,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Rural & Low-income,2,4,30-40 years,Family with Grown-Ups,8,1,0,0,1,8,0,4,5,0,0,0,5,2,2,0,2,3,5,0,2,7,5,4,0,9,0,1,7,2,1,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Middle-Class Families,2,4,30-40 years,Average Family,9,0,0,0,0,8,2,4,4,2,0,0,7,1,0,0,3,4,3,0,2,7,9,0,0,9,0,0,0,4,5,0,8,7,50-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77508137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Wealthy & Affluent,1,4,40-50 years,Successful Hedonists,6,1,2,0,2,7,8,1,1,6,0,0,2,2,1,5,3,2,1,0,0,9,7,2,1,5,4,0,1,4,5,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.567291817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No Policy
Middle-Class Families,1,4,30-40 years,Average Family,7,0,2,1,3,6,5,4,1,6,0,0,3,0,1,5,2,1,2,0,4,5,7,1,2,5,4,2,2,6,0,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.890009125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No Policy
Seniors & Retired,1,3,40-50 years,Retired and Religious,5,1,4,3,3,4,2,2,6,1,1,1,2,4,2,1,1,2,5,1,4,5,6,1,2,7,2,3,5,2,0,0,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Rural & Low-income,1,2,40-50 years,Farmers,5,0,4,2,4,3,2,5,2,4,0,2,4,1,0,4,3,3,1,0,2,7,8,1,0,5,4,1,6,3,0,0,4,4,50-99,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6.842588924,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,No Policy
Middle-Class Families,1,4,30-40 years,Average Family,9,0,0,0,3,6,0,4,5,0,0,0,4,5,0,0,0,4,5,0,3,6,7,1,1,5,4,2,7,0,0,0,3,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4.091706614,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Has Policy
Middle-Class Families,1,3,40-50 years,Average Family,9,0,0,2,3,4,0,5,4,5,0,0,4,0,1,1,2,4,2,2,1,8,7,2,0,7,2,2,4,3,0,1,4,6,50-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.140565636,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Rural & Low-income,1,3,40-50 years,Family with Grown-Ups,7,1,2,1,4,4,1,2,6,1,0,1,3,2,4,1,1,2,6,1,5,4,5,2,3,6,3,2,5,2,1,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Middle-Class Families,1,3,40-50 years,Average Family,7,1,2,2,4,4,2,4,4,3,1,2,2,2,1,2,2,3,3,1,4,5,6,2,1,5,4,3,3,3,2,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Rural & Low-income,1,3,40-50 years,Family with Grown-Ups,6,0,3,2,3,5,1,2,6,1,0,1,4,2,4,1,2,2,5,2,2,7,7,0,2,7,2,0,4,5,0,0,4,3,50-99,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4.810284749,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Rural & Low-income,1,4,40-50 years,Farmers,6,0,3,0,3,6,0,6,3,2,0,5,0,0,3,4,2,3,1,1,0,9,6,1,2,6,3,0,1,8,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4.416497324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No Policy
Rural & Low-income,1,2,50-60 years,Conservative Families,3,1,6,3,2,4,0,1,8,1,0,0,1,0,7,0,0,2,2,5,8,1,4,2,4,7,2,7,2,0,0,0,2,5,50-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.246808451,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Middle-Class Families,1,3,30-40 years,Average Family,9,0,0,0,3,6,6,2,2,5,2,0,3,0,0,5,3,0,2,0,0,9,9,0,0,0,9,0,0,6,3,0,6,7,50-99,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4.61245508,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Seniors & Retired,1,2,50-60 years,Retired and Religious,5,0,4,4,3,3,0,0,9,0,0,0,3,0,6,0,0,0,5,4,9,0,6,0,3,9,0,2,5,3,0,0,3,2,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Rural & Low-income,1,2,50-60 years,Family with Grown-Ups,7,0,2,2,4,3,1,5,4,1,0,0,3,1,4,1,1,4,4,0,2,7,5,3,2,5,4,2,5,3,0,0,4,3,50-99,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4.309271442,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Rural & Low-income,1,4,30-40 years,Conservative Families,8,0,1,1,1,8,1,4,5,1,0,0,2,0,7,1,2,2,5,1,8,1,5,4,1,8,1,5,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,3.565150149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No Policy
Wealthy & Affluent,1,3,30-40 years,Successful Hedonists,9,0,0,0,0,9,4,5,0,7,0,0,2,0,0,7,0,2,0,0,0,9,7,2,0,0,9,0,2,7,0,0,5,8,50-99,0,0,5,0,0,0,0,0,0,0,5.658685948,0,0,0,4.295196162,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,No Policy
Young & Low-income,1,3,30-40 years,Living Well,7,1,1,1,3,6,1,2,7,0,0,0,2,5,3,0,1,1,6,3,8,1,5,1,4,7,2,2,5,2,1,0,3,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Seniors & Retired,1,2,60-70 years,Cruising Seniors,3,0,6,5,3,2,2,2,6,2,2,0,3,2,3,1,1,2,4,2,8,1,2,2,5,5,4,7,1,0,0,1,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3.135152262,0,0,1.718943502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,No Policy
Middle-Class Families,1,3,30-40 years,Average Family,8,0,1,1,1,7,2,3,5,2,0,0,2,3,3,2,0,2,4,3,9,0,7,0,2,9,0,4,5,0,0,0,3,4,Jan-49,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2.979441362,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Middle-Class Families,1,3,30-40 years,Average Family,5,2,2,2,2,5,2,6,2,3,0,0,6,0,2,1,2,5,1,0,0,9,9,0,0,4,5,2,3,5,0,0,4,7,Jan-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.485520331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Wealthy & Affluent,1,2,50-60 years,Successful Hedonists,7,1,2,0,9,0,0,0,9,4,0,0,2,2,1,0,0,5,4,0,5,5,6,2,1,5,4,5,5,0,0,0,3,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Rural & Low-income,1,4,40-50 years,Family with Grown-Ups,6,2,2,0,4,5,0,4,5,4,0,0,3,3,0,0,4,0,5,0,5,4,6,2,2,8,1,0,0,4,5,0,7,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Wealthy & Affluent,2,3,40-50 years,Successful Hedonists,6,0,3,1,4,4,3,2,5,1,0,1,4,2,4,1,3,2,4,1,3,6,7,0,2,7,2,0,4,5,0,0,4,6,50-99,0,0,6,0,0,0,0,0,0,0,4.873762567,0,0,0,4.301602867,0,0,0,1.852182369,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,Has Policy
Rural & Low-income,1,4,30-40 years,Family with Grown-Ups,9,0,0,0,2,7,2,3,4,3,1,0,4,1,1,3,2,2,4,0,0,9,7,2,0,6,3,0,6,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Young & Low-income,1,2,50-60 years,Cruising Seniors,5,1,4,5,3,2,2,2,6,4,1,1,3,2,2,2,1,2,4,2,6,3,6,0,3,5,4,3,4,3,1,0,3,1,50-99,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2.772116421,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Seniors & Retired,1,2,50-60 years,Retired and Religious,5,2,3,3,5,2,2,3,4,2,0,0,4,2,2,2,1,2,5,1,7,3,6,0,3,7,2,4,3,1,2,0,3,1,50-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.195753805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Rural & Low-income,1,3,40-50 years,Family with Grown-Ups,7,1,2,0,3,6,0,0,9,2,0,0,3,3,2,0,0,0,9,0,3,6,7,1,2,7,2,0,4,0,5,0,6,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Young & Low-income,2,3,40-50 years,Living Well,7,0,2,0,2,7,2,1,7,0,2,0,1,1,5,2,0,0,7,0,4,5,6,1,2,7,2,0,6,3,0,0,4,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Seniors & Retired,1,2,50-60 years,Cruising Seniors,4,0,5,4,5,1,1,3,5,2,0,0,4,1,3,1,3,2,2,3,8,1,2,1,7,8,1,4,4,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Wealthy & Affluent,1,2,70-80 years,Successful Hedonists,6,0,3,3,6,0,1,4,5,2,2,0,2,0,4,2,2,2,4,1,9,0,4,0,5,7,2,4,5,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Rural & Low-income,1,2,60-70 years,Family with Grown-Ups,3,0,6,5,3,2,2,2,6,2,2,0,3,2,3,1,1,2,4,2,8,1,2,2,5,5,4,7,1,0,0,1,3,3,50-99,0,0,6,0,4,0,0,0,0,0,0,0,0,0,3.59385611,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Rural & Low-income,1,3,40-50 years,Family with Grown-Ups,6,2,2,2,4,4,1,3,6,1,1,1,3,3,2,1,2,3,4,1,5,4,6,2,2,8,1,4,4,2,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Rural & Low-income,1,2,50-60 years,Family with Grown-Ups,9,0,0,0,6,3,7,0,2,3,5,0,0,0,2,6,0,2,2,0,0,9,9,0,0,2,7,0,2,5,2,0,6,3,50-99,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3.356976937,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Rural & Low-income,1,2,50-60 years,Family with Grown-Ups,9,0,0,0,6,3,0,5,4,2,0,0,7,0,0,2,3,2,4,0,3,6,7,0,2,6,3,2,4,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.047198096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Young & Low-income,1,2,30-40 years,Living Well,4,2,4,4,3,2,2,5,2,2,0,0,3,3,3,2,3,3,3,0,8,1,4,3,3,7,2,3,4,2,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Middle-Class Families,1,3,40-50 years,Driven Growers,9,0,0,0,4,5,3,6,1,2,0,0,4,2,2,2,3,3,2,0,0,9,7,2,0,2,7,0,1,6,3,1,6,7,50-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1890528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Rural & Low-income,1,2,40-50 years,Family with Grown-Ups,4,3,3,2,5,3,0,4,5,3,0,0,3,2,2,1,1,3,5,1,8,1,6,0,3,7,2,2,2,5,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.961171563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Young & Low-income,1,2,30-40 years,Living Well,1,2,6,3,4,3,2,5,3,1,0,0,5,2,2,1,4,2,3,0,9,0,5,1,3,5,4,4,3,3,0,0,3,3,50-99,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2.688101059,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Wealthy & Affluent,1,3,50-60 years,Successful Hedonists,9,0,0,0,6,3,0,6,3,4,0,0,4,0,3,3,0,4,3,0,4,6,9,0,0,6,4,3,4,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Rural & Low-income,1,3,40-50 years,Family with Grown-Ups,6,1,3,1,2,7,4,2,4,2,0,0,6,1,1,4,1,2,3,0,1,8,8,1,0,6,3,1,2,5,3,0,6,6,50-99,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4.061982105,0,0,1.285272553,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,No Policy
Seniors & Retired,1,2,50-60 years,Retired and Religious,5,0,4,4,2,3,0,0,9,0,0,0,2,0,7,0,0,0,4,5,9,0,6,0,3,9,0,5,1,3,0,0,3,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Seniors & Retired,1,2,50-60 years,Retired and Religious,5,0,4,4,2,3,0,3,6,0,0,2,0,3,5,2,0,0,5,3,0,9,3,2,4,7,2,5,0,4,0,0,2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Rural & Low-income,1,2,40-50 years,Conservative Families,6,0,3,4,4,2,0,2,7,0,0,0,2,4,4,0,2,0,7,0,9,0,3,3,4,7,2,5,2,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Rural & Low-income,1,2,40-50 years,Family with Grown-Ups,4,3,3,3,2,4,5,4,0,3,2,0,3,2,0,4,2,2,2,0,9,0,7,0,2,6,3,2,5,3,0,0,4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Seniors & Retired,1,1,60-70 years,Cruising Seniors,5,0,4,8,1,0,1,1,8,1,0,1,3,1,3,1,1,1,1,7,9,0,5,0,4,9,0,3,5,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.164910642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Wealthy & Affluent,1,2,50-60 years,Successful Hedonists,7,0,2,2,5,3,0,0,9,0,0,0,2,7,0,0,0,0,9,0,5,4,9,0,0,9,0,5,4,0,0,0,3,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Rural & Low-income,1,3,40-50 years,Family with Grown-Ups,7,2,0,0,3,6,0,4,5,2,0,2,0,4,3,2,0,2,5,0,4,5,7,2,0,5,4,2,2,3,3,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Has Policy
Rural & Low-income,1,3,30-40 years,Conservative Families,9,0,0,0,4,5,2,4,4,2,2,0,4,2,1,2,3,2,4,0,9,0,7,0,2,6,3,2,5,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Middle-Class Families,1,3,50-60 years,Average Family,7,0,2,4,0,5,4,0,5,2,0,0,4,1,3,0,0,5,3,3,9,0,7,0,2,6,3,6,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.148450674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Rural & Low-income,1,3,40-50 years,Family with Grown-Ups,7,0,2,2,3,5,0,2,7,0,0,3,0,3,3,2,0,2,3,4,3,6,5,2,3,7,2,5,4,0,0,0,2,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Rural & Low-income,1,4,50-60 years,Family with Grown-Ups,6,0,3,2,2,5,0,0,9,2,1,1,3,3,2,0,4,5,0,0,3,6,6,1,2,6,3,0,9,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.871982883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Rural & Low-income,1,2,30-40 years,Conservative Families,8,0,1,4,1,5,1,1,7,2,0,0,2,3,3,1,0,1,2,6,9,0,7,0,2,9,0,7,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166433032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No Policy
Wealthy & Affluent,1,1,60-70 years,Successful Hedonists,7,1,2,8,1,1,0,3,6,5,0,0,2,0,2,5,3,1,1,0,1,8,6,2,1,5,4,4,1,1,4,0,6,6,0,0,200-499,5,0,0,0,0,0,0,0,0,0,0,0,5.288684426,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
